WAST,BP,DP,Dta,Dts,Dtx,EV,EV10,QFE,QFF,QNH,RF,RF10,RH,S,SR,Ss,Sx,T,Wd,Ws
3/14/2022 18:00,1007.4,18.4,251,29,262,1615.55,0.07,1007.5,1011,1011.1,5.5,0,69.32,1.7,2.1,0.6,4.1,24.35,273,2.22
3/14/2022 18:10,1007.5,18.6,249,28,260,1615.62,0.07,1007.6,1011.1,1011.2,5.5,0,70.92,2,2.3,0.8,3.8,24.26,239,1.33
3/14/2022 18:20,1007.5,18.9,258,23,271,1615.68,0.06,1007.6,1011.1,1011.2,5.5,0,72.53,1.7,2.3,0.9,4.2,24.17,261,3.66
3/14/2022 18:30,1007.6,19,256,30,286,1615.74,0.06,1007.7,1011.2,1011.3,5.5,0,74.58,2,2.3,0.6,4.1,23.77,233,2
3/14/2022 18:40,1007.8,19.4,256,28,286,1615.79,0.05,1007.9,1011.4,1011.5,5.5,0,76.73,1.6,2.3,0.8,3.3,23.73,262,2
3/14/2022 18:50,1008,19.4,258,23,244,1615.83,0.04,1008.1,1011.6,1011.7,5.5,0,78.15,1.2,2.4,0.3,2.7,23.45,258,1.22
3/14/2022 19:00,1008.1,19.2,250,25,250,1615.87,0.04,1008.2,1011.7,1011.8,5.5,0,79.11,1.4,2.4,0.3,2.7,22.98,254,0.56
3/14/2022 19:10,1008.3,19.6,244,31,274,1615.9,0.03,1008.4,1011.9,1012,5.5,0,79.86,1.1,2.4,0.6,3.9,23.25,264,1.33
3/14/2022 19:20,1008.4,19.2,249,28,290,1615.93,0.03,1008.5,1012,1012.1,5.5,0,80.48,1.2,2.4,0.4,3,22.78,265,1.22
3/14/2022 19:30,1008.6,19.4,245,23,284,1615.96,0.03,1008.7,1012.2,1012.3,5.5,0,81.16,1.1,2.4,0.6,2.4,22.85,268,1.33
3/14/2022 19:40,1008.6,19.3,254,18,282,1615.98,0.02,1008.7,1012.2,1012.3,5.5,0,81.26,0.8,2.4,0.4,2.4,22.7,262,0.56
3/14/2022 19:50,1008.8,19.3,240,18,243,1616,0.02,1008.9,1012.4,1012.5,5.5,0,82.14,0.9,2.4,0.3,2,22.49,225,1.11
3/14/2022 20:00,1009,19.7,239,33,291,1616.03,0.03,1009.1,1012.6,1012.7,5.5,0,82.77,1.4,2.4,0.8,2.9,22.76,230,1.67
3/14/2022 20:10,1008.8,19.7,233,24,269,1616.05,0.02,1008.9,1012.4,1012.5,5.5,0,82.83,1.1,2.4,0.4,2.3,22.79,217,0.67
3/14/2022 20:20,1008.9,19.4,226,19,271,1616.07,0.02,1009,1012.5,1012.6,5.5,0,82.6,0.7,2.4,0.3,1.7,22.49,217,0.56
3/14/2022 20:30,1009,19.5,222,21,204,1616.09,0.02,1009.1,1012.6,1012.7,5.5,0,83.37,1,2.4,0.4,2.3,22.5,209,0.33
3/14/2022 20:40,1009.1,19.3,225,9,214,1616.1,0.01,1009.2,1012.7,1012.8,5.5,0,83.32,0.3,2.4,0.3,0.8,22.26,247,0.44
3/14/2022 20:50,1009.1,19.4,217,27,204,1616.12,0.02,1009.2,1012.7,1012.8,5.5,0,84,0.8,2.4,0.3,1.7,22.26,198,1.33
3/14/2022 21:00,1009.3,19.4,231,24,221,1616.13,0.01,1009.4,1012.9,1013,5.5,0,84.41,0.6,2.4,0.3,1.6,22.2,208,0.67
3/14/2022 21:10,1009.3,19.2,211,5,214,1616.14,0.01,1009.4,1012.9,1013,5.5,0,84.46,0.6,2.4,0,1,21.97,218,0.44
3/14/2022 21:20,1009.3,19.2,212,9,198,1616.15,0.01,1009.4,1012.9,1013,5.5,0,84.81,0.1,2.4,0,0.7,21.84,225,0
3/14/2022 21:30,1009.1,19.2,216,5,214,1616.16,0.01,1009.2,1012.7,1012.8,5.5,0,85.34,0,2.4,0,0,21.79,213,0
3/14/2022 21:40,1009.1,18.7,208,2,207,1616.17,0.01,1009.2,1012.7,1012.8,5.5,0,85.23,0,2.4,0,0,21.29,206,0
3/14/2022 21:50,1009,19,195,2,191,1616.17,0,1009.1,1012.6,1012.7,5.5,0,86.57,0,2.4,0,0,21.33,189,0
3/14/2022 22:00,1009,19,189,1,187,1616.17,0,1009.1,1012.6,1012.7,5.5,0,86.72,0,2.4,0,0.6,21.35,185,0
3/14/2022 22:10,1008.9,18.9,187,1,187,1616.17,0,1009,1012.5,1012.6,5.5,0,86.7,0,2.4,0,0,21.19,185,0
3/14/2022 22:20,1008.8,18.9,187,1,187,1616.17,0,1008.9,1012.4,1012.5,5.5,0,87.07,0,2.4,0,0,21.16,185,0
3/14/2022 22:30,1008.9,18.7,201,22,247,1616.17,0,1009,1012.5,1012.6,5.5,0,87.2,0,2.6,0,0,20.9,245,0
3/14/2022 22:40,1008.9,18.5,254,3,257,1616.17,0,1009,1012.5,1012.6,5.5,0,87.56,0,2.4,0,0,20.65,255,0
3/14/2022 22:50,1009,18.8,261,3,266,1616.17,0,1009.1,1012.6,1012.7,5.5,0,88.33,0.3,2.4,0.3,1,20.81,259,0.33
3/14/2022 23:00,1008.8,18.8,261,1,261,1616.17,0,1008.9,1012.4,1012.5,5.5,0,88.9,0,2.4,0,0.2,20.73,259,0
3/14/2022 23:10,1008.7,19,261,1,260,1616.17,0,1008.8,1012.3,1012.4,5.5,0,89.37,0,2.4,0,0,20.77,259,0
3/14/2022 23:20,1008.6,18.9,261,1,261,1616.17,0,1008.7,1012.2,1012.3,5.5,0,89.3,0,2.4,0,0.8,20.76,259,0
3/14/2022 23:30,1008.5,18.9,267,5,277,1616.17,0,1008.6,1012.1,1012.2,5.5,0,89.3,0,2.6,0,1,20.73,269,0
3/14/2022 23:40,1008.3,19.1,274,3,281,1616.17,0,1008.4,1011.9,1012,5.5,0,89.79,0,2.4,0,0.8,20.8,272,0
3/14/2022 23:50,1008.3,19,269,8,185,1616.17,0,1008.4,1011.9,1012,5.5,0,90.08,0.1,2.4,0,0.9,20.73,183,0.89
3/15/2022 0:00,1008.1,19.1,239,14,208,1616.17,0,1008.2,1011.7,1011.8,5.5,0,89.84,0.3,2.4,0.3,1.6,20.83,232,0
3/15/2022 0:10,1008.1,19.2,248,12,256,1616.17,0,1008.2,1011.7,1011.8,5.5,0,90.4,0,2.6,0,0.6,20.86,242,0.11
3/15/2022 0:20,1008.2,19.2,246,1,244,1616.17,0,1008.3,1011.8,1011.9,5.5,0,90.25,0,2.4,0,0.2,20.81,245,0
3/15/2022 0:30,1008.1,18.9,245,1,244,1616.17,0,1008.2,1011.7,1011.8,5.5,0,90.29,0,2.4,0,0,20.52,242,0
3/15/2022 0:40,1008,18.9,244,1,244,1616.17,0,1008.1,1011.6,1011.7,5.5,0,90.78,0,2.4,0,0,20.46,242,0
3/15/2022 0:50,1008.1,18.9,244,1,244,1616.17,0,1008.2,1011.7,1011.8,5.5,0,91.15,0,2.4,0,0,20.41,242,0
3/15/2022 1:00,1008.1,19,245,1,245,1616.17,0,1008.2,1011.7,1011.8,5.5,0,90.77,0,2.4,0,0,20.58,243,0
3/15/2022 1:10,1008,18.5,245,1,245,1616.17,0,1008.1,1011.6,1011.7,5.5,0,90.53,0,2.4,0,0,20.08,243,0
3/15/2022 1:20,1008,18.8,248,5,266,1616.17,0,1008.1,1011.6,1011.7,5.5,0,91.36,0,2.4,0,1.1,20.21,264,1.11
3/15/2022 1:30,1008,18.9,279,7,274,1616.17,0,1008.1,1011.6,1011.7,5.5,0,91.26,0.9,2.6,0,1.3,20.35,273,1.33
3/15/2022 1:40,1007.9,18.7,271,5,290,1616.17,0,1008,1011.5,1011.6,5.5,0,91.19,0.7,2.4,0.3,1.6,20.19,266,0.44
3/15/2022 1:50,1007.9,18.8,266,4,267,1616.17,0,1008,1011.5,1011.6,5.5,0,91.75,0.8,2.4,0.3,1.3,20.19,261,1.11
3/15/2022 2:00,1007.9,18.8,269,3,269,1616.17,0,1008,1011.5,1011.6,5.5,0,91.84,0.8,2.4,0.4,1.2,20.15,272,1
3/15/2022 2:10,1007.7,18.5,272,2,272,1616.17,0,1007.8,1011.3,1011.4,5.5,0,91.28,0.3,2.4,0.4,1.2,20.01,270,0
3/15/2022 2:20,1007.8,18.3,271,1,271,1616.17,0,1007.9,1011.4,1011.5,5.5,0,91.44,0,2.4,0,0,19.69,270,0
3/15/2022 2:30,1007.8,18.7,271,1,271,1616.17,0,1007.9,1011.4,1011.5,5.5,0,91.92,0,2.4,0,0,20.05,270,0
3/15/2022 2:40,1007.9,18.7,268,6,258,1616.17,0,1008,1011.5,1011.6,5.5,0,92.14,0.1,2.6,0,1.1,20.03,251,0.67
3/15/2022 2:50,1007.8,18.9,256,6,264,1616.17,0,1007.9,1011.4,1011.5,5.5,0,92.64,0.4,2.4,0,1,20.09,260,0.56
3/15/2022 3:00,1007.6,18.8,263,2,273,1616.17,0,1007.7,1011.2,1011.3,5.5,0,92.38,0.1,2.4,0,1,20.09,262,0
3/15/2022 3:10,1007.6,19,262,1,261,1616.17,0,1007.7,1011.2,1011.3,5.5,0,92.35,0,2.4,0,0,20.29,260,0
3/15/2022 3:20,1007.9,18.9,261,1,257,1616.17,0,1008,1011.5,1011.6,5.5,0,92.52,0,2.4,0,0,20.16,255,0
3/15/2022 3:30,1007.9,19,254,8,264,1616.17,0,1008,1011.5,1011.6,5.5,0,93,0.4,2.4,0.3,1.7,20.18,245,0.56
3/15/2022 3:40,1007.8,19,254,9,275,1616.17,0,1007.9,1011.4,1011.5,5.5,0,92.68,0.4,2.4,0.3,1.2,20.24,254,0.44
3/15/2022 3:50,1007.8,19,259,9,262,1616.17,0,1007.9,1011.4,1011.5,5.5,0,92.62,0.1,2.4,0,0.7,20.28,260,0
3/15/2022 4:00,1007.6,19,261,2,259,1616.17,0,1007.7,1011.2,1011.3,5.5,0,92.55,0,2.4,0,0.6,20.21,252,0.22
3/15/2022 4:10,1007.5,18.9,255,1,254,1616.17,0,1007.6,1011.1,1011.2,5.5,0,92.49,0,2.4,0,0.2,20.18,253,0
3/15/2022 4:20,1007.5,19.1,256,1,255,1616.17,0,1007.6,1011.1,1011.2,5.5,0,92.97,0,2.4,0,0,20.32,253,0
3/15/2022 4:30,1007.6,19.4,253,2,253,1616.17,0,1007.7,1011.2,1011.3,5.5,0,93.05,0,2.4,0,0.2,20.52,252,0.22
3/15/2022 4:40,1007.5,19.3,260,1,259,1616.17,0,1007.6,1011.1,1011.2,5.5,0,92.82,0.1,2.4,0,0.8,20.54,258,0
3/15/2022 4:50,1007.4,18.9,261,1,260,1616.17,0,1007.5,1011,1011.1,5.5,0,92.62,0,2.4,0,0,20.18,258,0
3/15/2022 5:00,1007.5,19.3,275,8,285,1616.17,0,1007.6,1011.1,1011.2,5.5,0,92.71,0.4,2.4,0.3,1.1,20.57,275,0.44
3/15/2022 5:10,1007.6,19.1,267,5,267,1616.17,0,1007.7,1011.2,1011.3,5.5,0,92.82,0.6,2.4,0.3,1.1,20.28,267,0.56
3/15/2022 5:20,1007.6,18.9,267,3,254,1616.17,0,1007.7,1011.2,1011.3,5.5,0,92.49,0.2,2.4,0,0.9,20.14,264,0
3/15/2022 5:30,1007.6,18.9,257,7,249,1616.17,0,1007.7,1011.2,1011.3,5.5,0,92.62,0,2.4,0,0,20.1,247,0
3/15/2022 5:40,1007.8,18.6,254,3,255,1616.17,0,1007.9,1011.4,1011.5,5.5,0,92.55,0.1,2.4,0,0.8,19.88,259,0
3/15/2022 5:50,1007.7,18.8,267,6,286,1616.17,0,1007.8,1011.3,1011.4,5.5,0,92.75,0.6,2.4,0.3,1.2,20.03,265,0.89
3/15/2022 6:00,1007.9,18.5,292,12,297,1616.17,0,1008,1011.5,1011.6,5.5,0,92.56,0.9,2.4,0.3,1.3,19.77,301,0.78
3/15/2022 6:10,1008,18.6,286,5,281,1616.17,0,1008.1,1011.6,1011.7,5.5,0,92.61,0.7,2.4,0,1.1,19.8,274,1
3/15/2022 6:20,1008,18.4,266,3,267,1616.17,0,1008.1,1011.6,1011.7,5.5,0,92.56,0.2,2.4,0.3,1.1,19.66,263,0
3/15/2022 6:30,1008.1,18.6,273,7,276,1616.17,0,1008.2,1011.7,1011.8,5.5,0,92.89,0.8,2.4,0.4,1.3,19.83,265,0.78
3/15/2022 6:40,1008.3,18.6,271,6,273,1616.17,0,1008.4,1011.9,1012,5.5,0,92.89,0.7,2.4,0.4,1.3,19.77,271,1.11
3/15/2022 6:50,1008.3,18.6,272,7,276,1616.17,0,1008.4,1011.9,1012,5.5,0,92.68,1,2.4,0.3,1.4,19.86,259,0.78
3/15/2022 7:00,1008.3,19,266,10,282,1616.17,0,1008.4,1011.9,1012,5.5,0,92.76,1,2.4,0,1.7,20.19,257,0.67
3/15/2022 7:10,1008.4,19.2,263,10,261,1616.17,0,1008.5,1012,1012.1,5.5,0,92.73,0.8,2.4,0.3,1.6,20.38,254,0.56
3/15/2022 7:20,1008.4,19.4,267,12,274,1616.17,0,1008.5,1012,1012.1,5.5,0,92.61,1,2.4,0.3,2,20.68,266,0.67
3/15/2022 7:30,1008.3,19.5,274,19,279,1616.17,0,1008.4,1011.9,1012,5.5,0,92.05,1.1,2.4,0.6,2.8,20.81,242,1.44
3/15/2022 7:40,1008.3,19.5,246,27,267,1616.18,0.01,1008.4,1011.9,1012,5.5,0,91.32,1.4,2.4,0.6,3.7,20.93,243,1.33
3/15/2022 7:50,1008.3,19.7,239,31,279,1616.19,0.01,1008.4,1011.9,1012,5.5,0,88.94,1.3,2.4,0.6,2.9,21.61,227,1.11
3/15/2022 8:00,1008.4,19.6,248,22,287,1616.21,0.02,1008.5,1012,1012.1,5.5,0,85.32,1.1,2.3,0.4,2.6,22.14,240,1
3/15/2022 8:10,1008.5,19.4,243,21,256,1616.24,0.03,1008.6,1012.1,1012.2,5.5,0,80.64,1.4,2.3,0.8,3.4,22.89,248,1
3/15/2022 8:20,1008.8,19.1,254,23,289,1616.28,0.04,1008.9,1012.4,1012.5,5.5,0,77.27,1.4,2.3,0.7,4.1,23.34,256,2.78
3/15/2022 8:30,1008.8,18.9,264,27,272,1616.34,0.06,1008.9,1012.4,1012.5,5.5,0,73.79,2.1,2.3,0.9,4.4,23.91,285,1.89
3/15/2022 8:40,1009,18.7,260,29,315,1616.4,0.06,1009.1,1012.6,1012.7,5.5,0,73.25,2,2.3,0.6,4.1,23.75,313,4.11
3/15/2022 8:50,1009,19,250,29,260,1616.46,0.06,1009.1,1012.6,1012.7,5.5,0,75.94,2.1,2.3,1,5,23.49,250,2
3/15/2022 9:00,1009.2,18.9,263,31,275,1616.53,0.07,1009.3,1012.8,1012.9,5.5,0,75.67,2.6,2.3,1.1,6,23.41,251,3.11
3/15/2022 9:10,1009.2,18.7,267,26,268,1616.62,0.09,1009.3,1012.8,1012.9,5.5,0,72.38,3.2,2.3,1,7.1,23.96,284,3
3/15/2022 9:20,1009.2,18.3,272,33,266,1616.71,0.09,1009.3,1012.8,1012.9,5.5,0,69.91,2.8,2.3,1,5.4,24.17,189,2.89
3/15/2022 9:30,1009.3,18.9,265,36,287,1616.8,0.09,1009.4,1012.9,1013,5.5,0,69.66,2.4,2.3,0.9,4.4,24.79,276,2.33
3/15/2022 9:40,1009.5,18.2,287,32,310,1616.92,0.12,1009.6,1013.1,1013.2,5.5,0,66.87,3.6,2.3,1.1,6.2,24.76,327,4.33
3/15/2022 9:50,1009.5,18.2,276,32,347,1617.04,0.12,1009.6,1013,1013.2,5.5,0,62.67,2.8,2.3,1.2,5.6,25.86,273,4.22
3/15/2022 10:00,1009.4,17.4,284,31,276,1617.18,0.14,1009.5,1012.9,1013.1,5.5,0,59.84,3.1,2,1.2,6.1,25.84,260,3.55
3/15/2022 10:10,1009.5,16.7,268,33,237,1617.34,0.16,1009.6,1013,1013.2,5.5,0,55.62,3.1,2,1.2,5.8,26.32,279,2.89
3/15/2022 10:20,1009.5,15.8,284,32,262,1617.51,0.17,1009.6,1013,1013.2,5.5,0,49.21,2.6,2,1,4.8,27.39,294,3.11
3/15/2022 10:30,1009.5,15,277,28,266,1617.69,0.18,1009.6,1013,1013.2,5.5,0,48.11,2.8,1.8,1.1,6.1,26.94,235,2.44
3/15/2022 10:40,1009.5,15.7,263,25,262,1617.85,0.16,1009.6,1013,1013.2,5.5,0,51.76,2.8,2,1.1,5.7,26.45,272,2.11
3/15/2022 10:50,1009.4,17.2,269,35,269,1618,0.15,1009.5,1012.9,1013.1,5.5,0,56.32,2.8,2,1.2,5.4,26.56,230,2.22
3/15/2022 11:00,1009.4,17.6,266,34,283,1618.15,0.15,1009.5,1012.9,1013.1,5.5,0,58.24,3,2.1,1.1,5.9,26.42,270,2.22
3/15/2022 11:10,1009.3,17.1,259,35,282,1618.27,0.12,1009.4,1012.8,1013,5.5,0,58.84,2.4,2,1.1,5.6,25.79,208,1.55
3/15/2022 11:20,1009.3,17.2,272,27,272,1618.39,0.12,1009.4,1012.8,1013,5.5,0,61.34,2.6,2,1,4.6,25.2,262,3
3/15/2022 11:30,1009.1,18.1,278,24,284,1618.5,0.11,1009.2,1012.6,1012.8,5.5,0,64.77,2.6,2.3,1,5.6,25.24,283,1.67
3/15/2022 11:40,1008.9,18.3,305,31,311,1618.59,0.09,1009,1012.4,1012.6,5.5,0,64.51,2,2.3,1,4.8,25.53,319,1
3/15/2022 11:50,1009,18.2,303,27,318,1618.71,0.12,1009.1,1012.5,1012.7,5.5,0,62.95,2.7,2.3,0.9,5.2,25.76,320,1.78
3/15/2022 12:00,1009,18.5,301,27,314,1618.83,0.12,1009.1,1012.5,1012.7,5.5,0,62.68,2.6,2.3,1.1,5.3,26.15,335,5.11
3/15/2022 12:10,1009,18.8,280,37,266,1618.96,0.13,1009.1,1012.5,1012.7,5.5,0,63.61,3.3,2.1,1.2,5.8,26.23,357,1.89
3/15/2022 12:20,1008.7,18.4,292,36,322,1619.1,0.14,1008.8,1012.2,1012.4,5.5,0,59.7,2.9,2.1,1.2,5.6,26.93,256,1.67
3/15/2022 12:30,1008.7,18.5,288,34,253,1619.25,0.15,1008.8,1012.2,1012.4,5.5,0,58.67,3,2,1.1,5.3,27.29,294,4.22
3/15/2022 12:40,1008.7,18.4,287,31,294,1619.41,0.16,1008.8,1012.2,1012.4,5.5,0,59.63,3.7,1.8,1.1,6.9,26.97,325,4.88
3/15/2022 12:50,1008.8,18.5,297,35,295,1619.56,0.15,1008.9,1012.3,1012.5,5.5,0,59.55,3.3,1.8,1.3,7.7,27,325,3.77
3/15/2022 13:00,1008.6,17.8,291,33,337,1619.72,0.16,1008.7,1012.1,1012.3,5.5,0,57.8,3.4,1.8,1.2,6.2,26.76,309,1.89
3/15/2022 13:10,1008.6,18.8,293,34,305,1619.86,0.14,1008.7,1012.1,1012.3,5.5,0,61.79,3.3,1.8,1.2,6.9,26.74,277,3.89
3/15/2022 13:20,1008.4,18.6,291,29,305,1620.02,0.16,1008.5,1011.9,1012.1,5.5,0,60.8,3.8,2,1.6,7.3,26.84,275,2.44
3/15/2022 13:30,1008.6,19.6,284,31,271,1620.16,0.14,1008.7,1012.1,1012.3,5.5,0,67.51,4.2,2,1.2,6.9,26.05,327,6.66
3/15/2022 13:40,1008.5,19,274,26,285,1620.29,0.13,1008.6,1012,1012.2,5.5,0,69,4.4,2,1.3,7.7,25.09,261,5.88
3/15/2022 13:50,1008.4,18.3,282,29,278,1620.4,0.11,1008.5,1012,1012.1,5.5,0,67.71,3.1,2.1,0.9,5.6,24.65,308,2.78
3/15/2022 14:00,1008.1,18.4,280,31,307,1620.5,0.1,1008.2,1011.6,1011.8,5.5,0,66.6,2.7,2.1,0.7,4.3,25.05,276,2.78
3/15/2022 14:10,1008.2,18.6,283,29,320,1620.6,0.1,1008.3,1011.7,1011.9,5.5,0,65.48,2.3,2.1,1.1,5.6,25.54,308,2.44
3/15/2022 14:20,1008.3,18.2,284,32,273,1620.73,0.13,1008.4,1011.8,1012,5.5,0,61.72,3,2.1,1,6.2,26.17,301,4.33
3/15/2022 14:30,1008.1,18.2,265,31,276,1620.84,0.11,1008.2,1011.6,1011.8,5.5,0,63.54,2.7,2.1,1.1,6,25.62,261,2
3/15/2022 14:40,1008,18.8,264,30,252,1620.95,0.11,1008.1,1011.5,1011.7,5.5,0,65.63,2.6,2.1,0.8,4.6,25.67,289,4.22
3/15/2022 14:50,1007.9,19.1,264,30,291,1621.04,0.09,1008,1011.4,1011.6,5.5,0,67.16,2.4,2.1,0.8,4.6,25.61,280,2.22
3/15/2022 15:00,1007.8,19.1,268,36,269,1621.13,0.09,1007.9,1011.3,1011.5,5.5,0,68.37,2.6,2.1,1.1,5.7,25.33,260,1.55
3/15/2022 15:10,1007.8,19,268,31,266,1621.23,0.1,1007.9,1011.3,1011.5,5.5,0,67.93,2.6,2.1,0.9,4.9,25.36,333,2.11
3/15/2022 15:20,1007.8,19.1,274,33,257,1621.34,0.11,1007.9,1011.3,1011.5,5.5,0,66.17,2.7,2.1,1.1,5.8,25.85,259,3.89
3/15/2022 15:30,1007.6,18.9,273,31,270,1621.44,0.1,1007.7,1011.1,1011.3,5.5,0,64.61,2.2,2.1,0.8,4.3,26.13,226,1.11
3/15/2022 15:40,1007.5,18.4,269,32,277,1621.55,0.11,1007.6,1011,1011.2,5.5,0,64.31,2.7,2,1.1,6.5,25.66,306,2
3/15/2022 15:50,1007.4,18.7,257,32,264,1621.64,0.09,1007.5,1010.9,1011.1,5.5,0,66.27,2.3,2.1,1.2,5.7,25.47,211,2.11
3/15/2022 16:00,1007.4,18.4,255,36,267,1621.73,0.09,1007.5,1010.9,1011.1,5.5,0,65.42,2.1,2.1,0.8,5.1,25.3,192,2.55
3/15/2022 16:10,1007.5,18.5,236,35,263,1621.82,0.09,1007.6,1011,1011.2,5.5,0,65.29,1.9,2.1,0.7,3.6,25.49,228,1.11
3/15/2022 16:20,1007.6,17.9,253,31,279,1621.93,0.11,1007.7,1011.1,1011.3,5.5,0,64.28,2.6,2.1,1.1,6,25.1,244,3.22
3/15/2022 16:30,1007.7,18.2,257,33,275,1622.01,0.08,1007.8,1011.2,1011.4,5.5,0,65.98,1.7,2.3,0.9,4.6,25.01,245,2.22
3/15/2022 16:40,1007.6,17.4,263,33,255,1622.12,0.11,1007.7,1011.2,1011.3,5.5,0,65.31,2.9,2.3,1.2,6.2,24.36,269,3.11
3/15/2022 16:50,1007.5,17.5,266,31,263,1622.22,0.1,1007.6,1011.1,1011.2,5.5,0,65.65,2.7,2.3,0.9,5.7,24.32,249,1.33
3/15/2022 17:00,1007.6,18.2,255,32,272,1622.3,0.08,1007.7,1011.1,1011.3,5.5,0,66.09,1.8,2.3,0.7,3.7,25.01,190,1.44
3/15/2022 17:10,1007.6,17.6,254,35,274,1622.4,0.1,1007.7,1011.2,1011.3,5.5,0,64.93,2.3,2.3,1.1,5.2,24.62,224,3.55
3/15/2022 17:20,1007.7,17.4,267,30,247,1622.51,0.11,1007.8,1011.3,1011.4,5.5,0,64.25,2.8,2.3,1,4.9,24.58,281,1.78
3/15/2022 17:30,1007.9,17.7,241,32,274,1622.58,0.07,1008,1011.5,1011.6,5.5,0,65.13,1.4,2.3,0.4,3.3,24.66,264,2
3/15/2022 17:40,1008,17.7,236,34,253,1622.67,0.09,1008.1,1011.5,1011.7,5.5,0,63.86,1.8,2.1,0.6,3.7,24.97,247,1.33
3/15/2022 17:50,1008.3,17,235,35,277,1622.76,0.09,1008.4,1011.9,1012,5.5,0,63.19,1.7,2.1,0.8,3.7,24.42,219,2.55
3/15/2022 18:00,1008.3,17.2,249,33,267,1622.84,0.08,1008.4,1011.9,1012,5.5,0,65.88,1.9,2.1,0.8,3.6,23.93,295,1.78
3/15/2022 18:10,1008.6,16.7,258,28,261,1622.92,0.08,1008.7,1012.2,1012.3,5.5,0,66.46,2.1,2.1,0.9,4.7,23.28,274,1.22
3/15/2022 18:20,1008.8,16.7,254,26,282,1622.98,0.06,1008.9,1012.4,1012.5,5.5,0,67.54,1.3,2.3,0.8,3.4,23.02,208,2
3/15/2022 18:30,1008.8,16.9,254,27,283,1623.04,0.06,1008.9,1012.4,1012.5,5.5,0,69,1.4,2.3,0.7,3.1,22.9,259,1.44
3/15/2022 18:40,1009,16.7,253,14,256,1623.09,0.05,1009.1,1012.6,1012.7,5.5,0,69.74,0.9,2.3,0.4,3.4,22.52,231,0.89
3/15/2022 18:50,1009.3,16.9,257,24,264,1623.14,0.05,1009.4,1012.9,1013,5.5,0,70.78,1.1,2.3,0.6,2.3,22.52,246,0.78
3/15/2022 19:00,1009.3,17.2,259,26,277,1623.2,0.06,1009.4,1012.9,1013,5.5,0,71.47,1.8,2.4,0.8,4.1,22.63,225,1.11
3/15/2022 19:10,1009.4,17.4,257,26,282,1623.26,0.06,1009.5,1013,1013.1,5.5,0,72.1,1.6,2.4,0.7,3,22.64,221,1.44
3/15/2022 19:20,1009.5,17,268,19,271,1623.31,0.05,1009.6,1013.1,1013.2,5.5,0,72.32,1.2,2.4,0.4,2.8,22.18,288,2.22
3/15/2022 19:30,1009.5,17.1,269,22,251,1623.36,0.05,1009.6,1013.1,1013.2,5.5,0,72.9,1.2,2.4,0.6,2.7,22.24,266,1.67
3/15/2022 19:40,1009.5,16.7,287,26,285,1623.41,0.05,1009.6,1013.1,1013.2,5.5,0,73.39,1.2,2.4,0.6,3.1,21.65,291,0.44
3/15/2022 19:50,1009.7,16.8,298,10,270,1623.45,0.04,1009.8,1013.3,1013.4,5.5,0,74.01,0.8,2.4,0.4,1.8,21.68,304,0.67
3/15/2022 20:00,1009.8,16.5,299,9,302,1623.49,0.04,1009.9,1013.4,1013.5,5.5,0,74.26,0.9,2.4,0.3,1.7,21.26,298,0.89
3/15/2022 20:10,1009.8,16.5,304,10,295,1623.53,0.04,1009.9,1013.4,1013.5,5.5,0,75.09,0.9,2.4,0.4,1.8,21.09,305,0.67
3/15/2022 20:20,1009.8,16.6,304,2,301,1623.56,0.03,1009.9,1013.4,1013.5,5.5,0,76.41,0.6,2.4,0,1.3,20.89,297,1.22
3/15/2022 20:30,1009.8,16.5,298,10,279,1623.59,0.03,1009.9,1013.4,1013.5,5.5,0,76.94,1,2.6,0.3,1.8,20.74,294,1.11
3/15/2022 20:40,1009.9,16.4,293,11,282,1623.62,0.03,1010,1013.5,1013.6,5.5,0,77.29,1,2.6,0.3,1.6,20.53,286,0.78
3/15/2022 20:50,1010.1,16.6,285,4,282,1623.65,0.03,1010.2,1013.7,1013.8,5.5,0,78.39,0.9,2.4,0.3,1.2,20.53,286,0.89
3/15/2022 21:00,1010.2,16.9,275,9,269,1623.68,0.03,1010.3,1013.8,1013.9,5.5,0,78.45,1,2.4,0.4,1.8,20.74,267,1.78
3/15/2022 21:10,1010.4,16.8,273,13,258,1623.72,0.04,1010.5,1014,1014.1,5.5,0,78.44,1.4,2.6,0.3,2.3,20.68,265,2.11
3/15/2022 21:20,1010.4,16.7,271,11,283,1623.76,0.04,1010.5,1014,1014.1,5.5,0,78.57,1.4,2.6,0.6,2.4,20.54,272,1.78
3/15/2022 21:30,1010.3,16.6,279,17,284,1623.79,0.03,1010.4,1013.9,1014,5.5,0,78.56,1.3,2.6,0.8,3.6,20.47,276,2.55
3/15/2022 21:40,1010.2,16.6,302,21,283,1623.83,0.04,1010.3,1013.8,1013.9,5.5,0,78.04,1.6,2.6,0.6,2.7,20.57,268,1.22
3/15/2022 21:50,1010.1,16.5,300,14,245,1623.87,0.04,1010.2,1013.7,1013.8,5.5,0,77.71,1.4,2.4,0.3,2.2,20.51,293,1.78
3/15/2022 22:00,1010,16.5,300,14,296,1623.91,0.04,1010.1,1013.6,1013.7,5.5,0,77.19,1.4,2.4,0.3,2.2,20.6,287,1.44
3/15/2022 22:10,1010,16.7,293,16,278,1623.95,0.04,1010.1,1013.6,1013.7,5.5,0,77.06,1.2,2.6,0.4,2.2,20.9,284,1.22
